date,genre,percentage_in_year,decade
1974,blues,0.14862385321100918,70s
1975,blues,0.10416666666666667,70s
1976,blues,0.11191335740072202,70s
1977,blues,0.10112359550561797,70s
1978,blues,0.06732673267326733,70s
1979,blues,0.06088560885608856,70s
1980,blues,0.06521739130434782,80s
1981,blues,0.062370062370062374,80s
1982,blues,0.04330708661417323,80s
1983,blues,0.04448742746615087,80s
1984,blues,0.027833001988071572,80s
1985,blues,0.03389830508474576,80s
1986,blues,0.03711790393013101,80s
1987,blues,0.028634361233480177,80s
1988,blues,0.015217391304347827,80s
1989,blues,0.02178649237472767,80s
1990,blues,0.04035874439461883,90s
1991,blues,0.022026431718061675,90s
1992,blues,0.01650943396226415,90s
1993,blues,0.007389162561576354,90s
1994,blues,0.005037783375314861,90s
1995,blues,0.005128205128205128,90s
1996,blues,0.0084985835694051,90s
1997,blues,0.007792207792207792,90s
1998,blues,0.004705882352941176,90s
1999,blues,0.002531645569620253,90s
2000,blues,0.002544529262086514,00s
2001,blues,0.0,00s
2002,blues,0.0026109660574412533,00s
2003,blues,0.007832898172323759,00s
2004,blues,0.0,00s
2005,blues,0.007142857142857143,00s
2006,blues,0.0022123893805309734,00s
2007,blues,0.002277904328018223,00s
2008,blues,0.0,00s
2009,blues,0.001953125,00s
2010,blues,0.0036036036036036037,10s
2011,blues,0.00528169014084507,10s
2012,blues,0.0066815144766146995,10s
2013,blues,0.0020964360587002098,10s
2014,blues,0.004514672686230248,10s
2015,blues,0.0,10s
2016,blues,0.0,10s
2017,blues,0.0,10s
2018,blues,0.0,10s
2019,blues,0.001644736842105263,10s
1960,religious,0.0018315018315018315,60s
1961,religious,0.0,60s
1962,religious,0.0046801872074883,60s
1963,religious,0.003194888178913738,60s
1964,religious,0.0,60s
1965,religious,0.001445086705202312,60s
1966,religious,0.0,60s
1967,religious,0.0,60s
1968,religious,0.0015105740181268882,60s
1969,religious,0.002936857562408223,60s
1970,religious,0.0,70s
1971,religious,0.001597444089456869,70s
1972,religious,0.0,70s
1973,religious,0.003669724770642202,70s
1974,religious,0.0,70s
1975,religious,0.001736111111111111,70s
1976,religious,0.0018050541516245488,70s
1977,religious,0.0,70s
1978,religious,0.0019801980198019802,70s
1979,religious,0.0036900369003690036,70s
1980,religious,0.0,80s
1981,religious,0.0,80s
1982,religious,0.0,80s
1983,religious,0.0,80s
1984,religious,0.0,80s
1985,religious,0.00423728813559322,80s
1986,religious,0.0,80s
1987,religious,0.0,80s
1988,religious,0.008695652173913044,80s
1989,religious,0.0,80s
1990,religious,0.002242152466367713,90s
1991,religious,0.015418502202643172,90s
1992,religious,0.014150943396226415,90s
1993,religious,0.007389162561576354,90s
1994,religious,0.005037783375314861,90s
1995,religious,0.002564102564102564,90s
1996,religious,0.0056657223796034,90s
1997,religious,0.005194805194805195,90s
1998,religious,0.011764705882352941,90s
1999,religious,0.012658227848101266,90s
2000,religious,0.01272264631043257,00s
2001,religious,0.010810810810810811,00s
2002,religious,0.005221932114882507,00s
2003,religious,0.015665796344647518,00s
2004,religious,0.01856763925729443,00s
2005,religious,0.016666666666666666,00s
2006,religious,0.01327433628318584,00s
2007,religious,0.002277904328018223,00s
2008,religious,0.004158004158004158,00s
2009,religious,0.005859375,00s
2010,religious,0.0036036036036036037,10s
2011,religious,0.007042253521126761,10s
2012,religious,0.0,10s
2013,religious,0.0020964360587002098,10s
2014,religious,0.004514672686230248,10s
2015,religious,0.002079002079002079,10s
2016,religious,0.0,10s
2017,religious,0.0,10s
2018,religious,0.002932551319648094,10s
2019,religious,0.006578947368421052,10s
1960,folk,0.05311355311355311,60s
1961,folk,0.06191950464396285,60s
1962,folk,0.0967238689547582,60s
1963,folk,0.13258785942492013,60s
1964,folk,0.1630901287553648,60s
1965,folk,0.2615606936416185,60s
1966,folk,0.27785419532324623,60s
1967,folk,0.2675862068965517,60s
1968,folk,0.23716012084592145,60s
1969,folk,0.2290748898678414,60s
1970,folk,0.22677165354330708,70s
1971,folk,0.23482428115015974,70s
1972,folk,0.265139116202946,70s
1973,folk,0.26605504587155965,70s
1974,folk,0.24403669724770644,70s
1975,folk,0.2309027777777778,70s
1976,folk,0.2184115523465704,70s
1977,folk,0.22659176029962547,70s
1978,folk,0.2396039603960396,70s
1979,folk,0.20848708487084872,70s
1980,folk,0.22924901185770752,80s
1981,folk,0.2203742203742204,80s
1982,folk,0.16929133858267717,80s
1983,folk,0.1470019342359768,80s
1984,folk,0.09741550695825049,80s
1985,folk,0.08050847457627118,80s
1986,folk,0.09170305676855896,80s
1987,folk,0.07488986784140969,80s
1988,folk,0.06521739130434782,80s
1989,folk,0.08714596949891068,80s
1990,folk,0.05829596412556054,90s
1991,folk,0.05066079295154185,90s
1992,folk,0.030660377358490566,90s
1993,folk,0.03694581280788178,90s
1994,folk,0.06297229219143577,90s
1995,folk,0.05384615384615385,90s
1996,folk,0.039660056657223795,90s
1997,folk,0.04155844155844156,90s
1998,folk,0.02588235294117647,90s
1999,folk,0.017721518987341773,90s
2000,folk,0.002544529262086514,00s
2001,folk,0.002702702702702703,00s
2002,folk,0.010443864229765013,00s
2003,folk,0.010443864229765013,00s
2004,folk,0.007957559681697613,00s
2005,folk,0.007142857142857143,00s
2006,folk,0.008849557522123894,00s
2007,folk,0.011389521640091117,00s
2008,folk,0.008316008316008316,00s
2009,folk,0.0,00s
2010,folk,0.0036036036036036037,10s
2011,folk,0.0035211267605633804,10s
2012,folk,0.024498886414253896,10s
2013,folk,0.018867924528301886,10s
2014,folk,0.013544018058690745,10s
2015,folk,0.02494802494802495,10s
2016,folk,0.00196078431372549,10s
2017,folk,0.005555555555555556,10s
2018,folk,0.002932551319648094,10s
2019,folk,0.001644736842105263,10s
1960,indie,0.0,60s
1961,indie,0.0,60s
1962,indie,0.0,60s
1963,indie,0.0,60s
1964,indie,0.001430615164520744,60s
1965,indie,0.0,60s
1966,indie,0.0,60s
1967,indie,0.0,60s
1968,indie,0.0,60s
1969,indie,0.0014684287812041115,60s
1970,indie,0.0,70s
1971,indie,0.001597444089456869,70s
1972,indie,0.0016366612111292963,70s
1973,indie,0.009174311926605505,70s
1974,indie,0.003669724770642202,70s
1975,indie,0.0,70s
1976,indie,0.0018050541516245488,70s
1977,indie,0.003745318352059925,70s
1978,indie,0.0,70s
1979,indie,0.0,70s
1980,indie,0.0,80s
1981,indie,0.0,80s
1982,indie,0.0,80s
1983,indie,0.0,80s
1984,indie,0.0,80s
1985,indie,0.00847457627118644,80s
1986,indie,0.006550218340611353,80s
1987,indie,0.006607929515418502,80s
1988,indie,0.002173913043478261,80s
1989,indie,0.010893246187363835,80s
1990,indie,0.01569506726457399,90s
1991,indie,0.004405286343612335,90s
1992,indie,0.009433962264150943,90s
1993,indie,0.007389162561576354,90s
1994,indie,0.007556675062972292,90s
1995,indie,0.010256410256410256,90s
1996,indie,0.019830028328611898,90s
1997,indie,0.01038961038961039,90s
1998,indie,0.007058823529411765,90s
1999,indie,0.007594936708860759,90s
2000,indie,0.002544529262086514,00s
2001,indie,0.005405405405405406,00s
2002,indie,0.005221932114882507,00s
2003,indie,0.005221932114882507,00s
2004,indie,0.010610079575596816,00s
2005,indie,0.02619047619047619,00s
2006,indie,0.028761061946902654,00s
2007,indie,0.025056947608200455,00s
2008,indie,0.02702702702702703,00s
2009,indie,0.03125,00s
2010,indie,0.018018018018018018,10s
2011,indie,0.014084507042253521,10s
2012,indie,0.026726057906458798,10s
2013,indie,0.020964360587002098,10s
2014,indie,0.03160270880361174,10s
2015,indie,0.02079002079002079,10s
2016,indie,0.01764705882352941,10s
2017,indie,0.022222222222222223,10s
2018,indie,0.010263929618768328,10s
2019,indie,0.009868421052631578,10s
1960,adult_standards,0.4249084249084249,60s
1961,adult_standards,0.3746130030959752,60s
1962,adult_standards,0.37753510140405616,60s
1963,adult_standards,0.3769968051118211,60s
1964,adult_standards,0.2875536480686695,60s
1965,adult_standards,0.319364161849711,60s
1966,adult_standards,0.265474552957359,60s
1967,adult_standards,0.26620689655172414,60s
1968,adult_standards,0.22356495468277945,60s
1969,adult_standards,0.19383259911894274,60s
1970,adult_standards,0.1795275590551181,70s
1971,adult_standards,0.18210862619808307,70s
1972,adult_standards,0.176759410801964,70s
1973,adult_standards,0.20733944954128442,70s
1974,adult_standards,0.1779816513761468,70s
1975,adult_standards,0.1857638888888889,70s
1976,adult_standards,0.19133574007220217,70s
1977,adult_standards,0.19850187265917604,70s
1978,adult_standards,0.19207920792079208,70s
1979,adult_standards,0.12361623616236163,70s
1980,adult_standards,0.18379446640316205,80s
1981,adult_standards,0.19126819126819128,80s
1982,adult_standards,0.16141732283464566,80s
1983,adult_standards,0.12959381044487428,80s
1984,adult_standards,0.0874751491053678,80s
1985,adult_standards,0.08898305084745763,80s
1986,adult_standards,0.07860262008733625,80s
1987,adult_standards,0.05506607929515418,80s
1988,adult_standards,0.05434782608695652,80s
1989,adult_standards,0.030501089324618737,80s
1990,adult_standards,0.026905829596412557,90s
1991,adult_standards,0.039647577092511016,90s
1992,adult_standards,0.02830188679245283,90s
1993,adult_standards,0.014778325123152709,90s
1994,adult_standards,0.017632241813602016,90s
1995,adult_standards,0.023076923076923078,90s
1996,adult_standards,0.0056657223796034,90s
1997,adult_standards,0.01038961038961039,90s
1998,adult_standards,0.009411764705882352,90s
1999,adult_standards,0.0,90s
2000,adult_standards,0.0,00s
2001,adult_standards,0.002702702702702703,00s
2002,adult_standards,0.005221932114882507,00s
2003,adult_standards,0.005221932114882507,00s
2004,adult_standards,0.005305039787798408,00s
2005,adult_standards,0.004761904761904762,00s
2006,adult_standards,0.00663716814159292,00s
2007,adult_standards,0.004555808656036446,00s
2008,adult_standards,0.002079002079002079,00s
2009,adult_standards,0.001953125,00s
2010,adult_standards,0.0036036036036036037,10s
2011,adult_standards,0.0035211267605633804,10s
2012,adult_standards,0.0,10s
2013,adult_standards,0.0041928721174004195,10s
2014,adult_standards,0.011286681715575621,10s
2015,adult_standards,0.006237006237006237,10s
2016,adult_standards,0.00980392156862745,10s
2017,adult_standards,0.011111111111111112,10s
2018,adult_standards,0.01906158357771261,10s
2019,adult_standards,0.02631578947368421,10s
1960,unclassified,0.05128205128205128,60s
1961,unclassified,0.06346749226006192,60s
1962,unclassified,0.0530421216848674,60s
1963,unclassified,0.06389776357827476,60s
1964,unclassified,0.034334763948497854,60s
1965,unclassified,0.028901734104046242,60s
1966,unclassified,0.02888583218707015,60s
1967,unclassified,0.022068965517241378,60s
1968,unclassified,0.0256797583081571,60s
1969,unclassified,0.030837004405286344,60s
1970,unclassified,0.029921259842519685,70s
1971,unclassified,0.03035143769968051,70s
1972,unclassified,0.016366612111292964,70s
1973,unclassified,0.02018348623853211,70s
1974,unclassified,0.023853211009174313,70s
1975,unclassified,0.027777777777777776,70s
1976,unclassified,0.023465703971119134,70s
1977,unclassified,0.024344569288389514,70s
1978,unclassified,0.01782178217821782,70s
1979,unclassified,0.014760147601476014,70s
1980,unclassified,0.021739130434782608,80s
1981,unclassified,0.02702702702702703,80s
1982,unclassified,0.021653543307086614,80s
1983,unclassified,0.03481624758220503,80s
1984,unclassified,0.015904572564612324,80s
1985,unclassified,0.029661016949152543,80s
1986,unclassified,0.03275109170305677,80s
1987,unclassified,0.03524229074889868,80s
1988,unclassified,0.030434782608695653,80s
1989,unclassified,0.05010893246187364,80s
1990,unclassified,0.05829596412556054,90s
1991,unclassified,0.05947136563876652,90s
1992,unclassified,0.05188679245283019,90s
1993,unclassified,0.034482758620689655,90s
1994,unclassified,0.04785894206549118,90s
1995,unclassified,0.05384615384615385,90s
1996,unclassified,0.0339943342776204,90s
1997,unclassified,0.03636363636363636,90s
1998,unclassified,0.0611764705882353,90s
1999,unclassified,0.04810126582278481,90s
2000,unclassified,0.04834605597964377,00s
2001,unclassified,0.05675675675675676,00s
2002,unclassified,0.03655352480417755,00s
2003,unclassified,0.03655352480417755,00s
2004,unclassified,0.03713527851458886,00s
2005,unclassified,0.04047619047619048,00s
2006,unclassified,0.05530973451327434,00s
2007,unclassified,0.0387243735763098,00s
2008,unclassified,0.056133056133056136,00s
2009,unclassified,0.033203125,00s
2010,unclassified,0.023423423423423424,10s
2011,unclassified,0.03873239436619718,10s
2012,unclassified,0.022271714922048998,10s
2013,unclassified,0.033542976939203356,10s
2014,unclassified,0.022573363431151242,10s
2015,unclassified,0.033264033264033266,10s
2016,unclassified,0.01764705882352941,10s
2017,unclassified,0.014814814814814815,10s
2018,unclassified,0.010263929618768328,10s
2019,unclassified,0.02138157894736842,10s
