,title,lyrics,artists,date,rank,cnt
0,Locked Out Of Heaven,"Oh yeah yeah
Oh yeah yeah yeah yeah (
Ah!)
Oh yeah yeah
Oh yeah yeah yeah yeah (
Ah!)
Never had much faith
In love or miracles (
Miracles, Ah!)
Never wanna put
My heart on the line (
Ah!)
Swimming in your world
Is something spiritual (
Spiritual, Ah!)
I'm born again every time
You spend the night... (
Ah!)
Cause your sex takes me to paradise
Yeah your sex takes me to paradise
And it shows..., yeah, yeah, yeah
Cause you make me feel like (
Feel like)
I've been locked out of heaven (
Heaven)
For too long... (
Long...)
For too long... (
Long...)
Yeah you make me feel like (
Feel like)
I've been locked out of heaven (
Heaven)
For too long... (
Long...)
For too long... (
Ooooh)
Oh yeah eh eh eh (
Ah!)
Oh yeah yeah
Oh yeah eh eh eh (
Yeah eh eh eh, Ah!)
You bring me to my knees
You make me testify (
Testify, Ah!)
Oh, whoa!
You can make a sinner
Change his ways (
Ah!)
Open up your gates cause I can't wait
To see the light (
See the light, Ah!)
And right there
Is where I wanna stay... (
Ah!)
Cause your sex takes me to paradise
Yeah your sex takes me to paradise
And it shows..., yeah, yeah, yeah
Cause you make me feel like (
Feel like)
I've been locked out of heaven (
Heaven)
For too long... (
Long...)
For too long... (
Long...)
Yeah you make me feel like (
Feel like)
I've been locked out of heaven (
Heaven)
For too long... (
Long...)
For too long..., ooooh
Oh oh oh oh
Yeah, yeah, yeah
Can't I just stay here
Spend the rest of my days here
Oh oh oh oh
Yeah, yeah, yeah
Can't I just stay here (
Can't I just stay here)
Spend the rest of my days here (
Oooh!)
Cause you make me feel like (
You make me feel like)
I've been locked out of heaven (
Whoa!)
For too long...
For too long...
Yeah, you make me feel like
I've been locked out of heaven (
Yeah!)
For too long... (
For too long!)
For too long..., ooooh
Oh yeah yeah eh eh (
Yeah yeah eh eh, Ah!)
Oh yeah yeah
Oh yeah eh eh eh (
Yeah eh eh eh, Ah!)",Glee Cast,2012,"[1, 1, 2, 4, 4, 6, 7, 7, 15, 33, 34]",11
1,Diamonds,"[Intro]
Shine bright like a diamond
Shine bright like a diamond

[Verse 1]
Find light in the beautiful sea
I choose to be happy
You and I, you and I
We're like diamonds in the sky
You're a shooting star I see
A vision of ecstasy
When you hold me, I'm alive
We're like diamonds in the sky

[Pre-Chorus]
I knew that we'd become one right away
Oh, right away
At first sight, I felt the energy of sun rays
I saw the life inside your eyes

[Chorus]
So shine bright, tonight
You and I
We're beautiful, like diamonds in the sky
Eye to eye
So alive
We're beautiful, like diamonds in the sky

[Post-Chorus]
Shine bright like a diamond (Woah)
Shine bright like a diamond (Woah)
Shinin' bright like a diamond
We're beautiful, like diamonds in the sky
Shine bright like a diamond (Woah)
Shine bright like a diamond (Woah)
Shinin' bright like a diamond
We're beautiful, like diamonds in the sky

[Verse 2]
Palms rise to the universe
As we moonshine and molly
Feel the warmth, we'll never die
We're like diamonds in the sky
You're a shooting star I see
A vision of ecstasy
When you hold me, I'm alive
We're like diamonds in the sky

[Pre-Chorus]
At first sight I felt the energy of sun rays
I saw the life inside your eyes

[Chorus]
So shine bright, tonight
You and I
We're beautiful, like diamonds in the sky
Eye to eye
So alive
We're beautiful, like diamonds in the sky

[Post-Chorus]
Shine bright like a diamond (Woah)
Shine bright like a diamond (Woah)
Shinin' bright like a diamond
We're beautiful, like diamonds in the sky
Shine bright like a diamond (Woah)
Shine bright like a diamond (Woah)
Shinin' bright like a diamond
We're beautiful, like diamonds in the sky

[Bridge]
Shine bright like a diamond
Shine bright like a diamond
Shine bright like a diamond

[Chorus]
So shine bright, tonight
You and I
We're beautiful, like diamonds in the sky
Eye to eye
So alive
We're beautiful, like diamonds in the sky

[Outro]
Shine bright like a diamond (Woah)
Shine bright like a diamond (Woah)
Shine bright like a diamond
Oh-oh, yeah
Shine bright like a diamond (Woah)
Shine bright like a diamond (Woah)
Shine bright like a diamond
Shine bright like a diamond",Rihanna,2012,"[2, 2, 1, 1, 1, 2, 4, 5, 8, 11, 18, 16]",12
2,Ho Hey,"[Verse 1]
I been trying to do it right
I been living a lonely life
I been sleepin' here instead
I been sleepin' in my bed
I been sleepin' in my bed

So show me family
All the blood that I will bleed
I don't know where I belong
I don't know where I went wrong
But I can write a song

[Hook]
I belong with you, you belong with me
You're my sweetheart
I belong with you, you belong with me
You're my sweetheart

[Verse 2]
I don't think you're right for him
Think of what it might have been if we
Took a bus to Chinatown
I'd be standin' on Canal, and Bowery
And she'd be standin' next to me

[Hook]
I belong with you, you belong with me
You're my sweetheart
I belong with you, you belong with me
You're my sweetheart

[Bridge]
Love we need it now
Let's hope for some
Cause oh, we're bleedin' out

[Hook]
I belong with you, you belong with me
You're my sweetheart
I belong with you, you belong with me
You're my sweetheart",​The Lumineers,2012,"[3, 4, 5, 7, 8, 13, 17, 19, 27, 32, 40, 36, 32, 38, 35, 37, 42, 48, 49, 55, 56, 57, 64, 73, 77, 74, 73, 90]",28
3,Die Young,"[Intro]
We got London on the track
I'm in London, got my beat from London

[Chorus]
I ain't tryna die young, so I gotta ride with one
Stood ten toes down in my Balenciaga, ayy
He ran down on a nigga, that’s a shotta, shotta
Cold hearted nigga, wet tha blocka, blocka
Gotta keep it on me, I don't wanna die young
I rather be judged by twelve, than carried by six
How am I gon' post bail? Just look at my wrist
Tell me, why the legends always gotta die quick?

[Verse 1]
When I'm in traffic gotta slide with the beam on me
'Cause I keep 'bout ten racks bussin' out the jeans on me
Niggas be hatin', I'm rich, it's all about the cream, homie
If I ever get caught lackin', they gon' slide
Ever since I got the Rollie, I ain't got the time
Flawless diamonds, niggas can't never block the shine
They know I'm ballin' in the city like DeRozan
Gotta keep my niggas 'round me, I can't do the wrong friends
I was knockin' down walls, now they closin' in
Hopped off the porch, and then I hopped inside the Porsche, ayy
Fuck being the side nigga, I'ma be the main course
Whipped the Rolls like a young nigga made for it

[Chorus]
I ain't tryna die young, so I gotta ride with one
Stood ten toes down in my Balenciaga, ayy
He ran down on a nigga, that’s a shotta, shotta
Cold hearted nigga wet that blocka, blocka
Gotta keep it on me, I don't wanna die young
I rather be judged by twelve, than carried by six
How am I gon' post bail? Just look at my wrist
Tell me, why the legends always gotta die quick?

[Verse 2]
Tryna get my bag, I had to go and make it happen
Me and my dogs, we was bussin' out them bandos
Count out them hunnids, then we throw it in the mattress
Wrap it in plastic, and throw it in the attic
I be in the streets, nigga, I stand ten toes
Any nigga in my situation would've been fold
We was trappin' out the basement, made it back tenfold
Gotta stay out the way, that's why I'm always behind the tint for
We was fightin' fed cases, 'member I was 2 and 0
Nigga was fightin' depression, sippin' syrup, I was movin' slow
I was down below, but still, I always kept my head up
Nigga gotta get my bread up, I don't wanna die young
No, no, no

[Chorus]
I ain't tryna die young, so I gotta ride with one
Stood ten toes down in my Balenciaga
He ran down on a nigga, that’s a shotta, shotta
Cold hearted nigga wet that blocka, blocka
Gotta keep it on me, I don't wanna die young
I rather be judged by twelve, than carried by six
How am I gon' post bail? Just look at my wrist
Tell me, why the legends always gotta die quick?",Roddy Ricch,2012,"[4, 3, 3, 2, 3, 3, 6, 4, 5, 8, 14, 13]",12
4,One More Night,"[Intro]
Ooh, ooh ooh ooh, ooh ooh, ooh ooh
Ooh, ooh ooh ooh, ooh ooh, ooh ooh

[Verse 1]
You and I go hard at each other like we're going to war
You and I go rough, we keep throwing things and slamming the doors
You and I get so damn dysfunctional, we stopped keeping score
You and I get sick, yeah, I know that we can't do this no more

[Pre-Chorus]
Yeah but baby, there you go again, there you go again, making me love you
Yeah, I stopped using my head, using my head
Let it all go
Got you stuck on my body, on my body like a tattoo
And now I'm feeling stupid, feeling stupid crawling back to you

[Chorus]
So I cross my heart, and I hope to die
That I'll only stay with you one more night
And I know I've said it a million times
But I'll only stay with you one more night

[Verse 2]
Try to tell you ""no"", but my body keeps on telling you ""yes""
Try to tell you ""stop"", but your lipstick got me so out of breath
I'll be waking up in the morning, probably hating myself
And I'll be waking up, feeling satisfied, but guilty as hell

[Pre-Chorus]
Yeah but baby, there you go again, there you go again, making me love you (Making me love you)
Yeah, I stopped using my head, using my head
Let it all go (Let it all go)
Got you stuck on my body, on my body like a tattoo (Like a tattoo, yeah)
And now I'm feeling stupid, feeling stupid crawling back to you

[Chorus]
So I cross my heart, and I hope to die (yeah)
That I'll only stay with you one more night (oh)
And I know I've said it a million times (yeah)
But I'll only stay with you one more night (yeah)

[Bridge]
(Ooh, ooh ooh ooh, ooh ooh, ooh ooh)
Yeah, baby, give me one more night
(Ooh, ooh ooh ooh, ooh ooh, ooh ooh)
Yeah, baby, give me one more night (whoa, yeah)
(Ooh, ooh ooh ooh, ooh ooh, ooh ooh)
Yeah, baby, give me one more night
Oh yeah yeah

[Pre-Chorus]
But baby, there you go again, there you go again, making me love you
Yeah, I stopped using my head, using my head
Let it all go
Got you stuck on my body, on my body like a tattoo, yeah, yeah, yeah, yeah

[Chorus]
So I cross my heart, and I hope to die
(Oh oh oh oh, oh oh oh oh)
That I'll only stay with you one more night
(Oh oh oh oh oh oh)
And I know I've said it a million times
(Oh, I've said it a million times)
But I'll only stay with you one more night
(Yeah, baby, give me one more night)
So I cross my heart and I hope to die (yeah, yeah)
That I'll only stay with you one more night (yeah, yeah)
And I know I've said it a million times (yeah, yeah)
But I'll only stay with you one more night (yeah, yeah)",Maroon 5,2012,"[5, 5, 4, 3, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 3, 4, 9, 15, 30, 54, 82, 86, 83, 62, 42]",26
5,I Cry,"[Chorus: Flo Rida & Brenda Russell]
I know
Caught up in the middle
I cry, just a little
When I think of letting go
Oh no
Gave up on the riddle
I cry, just a little
When I think of letting go

[Verse 1: Flo Rida]
I know you wanna get behind the wheel, but only one Rida
Eyes shut still got me swimming like a diver
Can't let go, I got fans in Okinawa
My heart to Japan, quake losers and surviors
Norway no you didn't get my flowers
No way to say it better, but the killer was a Coward
Face just showered, the minute in a hour
Heard about the news, whole day went sour
Lil mama got me feeling like a lemon-head
Put you in the box just as poisonous as cigarettes
Give 'em my regards or regardless I get arrested
Ain't worried about the killers, just the young and restless
Gettin' mad cause the quarter million on my necklace
DUI never said I was driving reckless
You and I know that jealously is not impressive
Oh no I can't stop, I was destined

[Chorus: Flo Rida & Brenda Russell]
I know
Caught up in the middle
I cry, just a little
When I think of letting go
Oh no
Gave up on the riddle
I cry, just a little
When I think of letting go

[Chorus: Flo Rida & Brenda Russell]
I know
Caught up in the middle
I cry, just a little
When I think of letting go
Oh no
Gave up on the riddle
I cry, just a little
When I think of letting go

[Verse 2: Flo Rida]
Champagne buckets still got two tears in it
And I put that on my tattoo of Jimi Hendrix
Get the pressed leather outfit all in it
Cuz the press tell it all get a meal ticket
Clean next get a call just a lil visit
Sacrifice just to make a hit still vivid
Reality stressed when you're blessed, just kill critics
Buggatti never meant I'm rich, just God-fearing
Look at me steering, got the bossing staring
Got a good feelin', Mr. Mike Caren
Tell his Billie Jeans, I'm on another planet
Thank E-Class, Big Chuck or Lee Prince Perries
Buy my momma chandeliers on my tears dammit
Thirty years you had thought these emotions vanish
Tryna live tryna figure how my sister vanish
No cheers I know you wouldn't panic

[Chorus: Flo Rida & Brenda Russell]
I know
Caught up in the middle
I cry, just a little
When I think of letting go
Oh no
Gave up on the riddle
I cry, just a little
When I think of letting go

[Chorus: Flo Rida & Brenda Russell]
I know
Caught up in the middle
I cry, just a little
When I think of letting go
Oh no
Gave up on the riddle
I cry, just a little
When I think of letting go

[Bridge: Flo Rida]
When I need a healing, I just look up to the ceiling
I see the sun coming down, I know it's all better now
When I need a healing, I just look up the the ceiling
I see the sun coming down I know its all better now
When I need a healing, I just look up the the ceiling
I see the sun coming down I know its all better now
When I need a healing, I just look up the the ceiling
I see the sun coming down I know its all better now

[Chorus: Flo Rida & Brenda Russell]
I know
Caught up in the middle
I cry, just a little
When I think of letting go
Oh no
Gave up on the riddle
I cry, just a little
When I think of letting go",Flo Rida,2012,"[6, 6, 8, 9, 10, 10, 12, 15, 24, 51, 69, 81]",12
6,Beauty And A Beat,"[Verse 1: Alex Goot]
Show you off, tonight I wanna show you off (eh, eh, eh)
What you got, a billion could've never bought (oh)

[Pre-Chorus: Alex Goot and Chrissy Costanza (Both)]
We're gonna party like it's 3012 tonight
I wanna show you all the finer things in life
So just forget about the world, we're young tonight
I'm coming for ya, I'm coming for ya

[Chorus: Alex Goot and Chrissy Costanza (Both)]
Cause all I need
Is a beauty and a beat
Who can make my life complete (complete)
It's all about you
When the music makes you move
Baby, do it like you do
Yeah

[Verse 2: Alex Goot and Chrissy Costanza (Both)]
Body rock, I wanna see your body rock (eh, eh, eh)
Take a bow, you're on the hottest ticket now, yeah

[Pre-Chorus: Alex Goot and Chrissy Costanza (Both)]
We're gonna party like it's 3012 tonight
I wanna show you all the finer things in life
So just forget about the world, we're young tonight
I'm coming for ya, I'm coming for ya

[Chorus: Alex Goot and Chrissy Costanza (Both)]
Cause all I need
Is a beauty and a beat
Who can make my life complete (complete)
It's all about you
When the music makes you move
Baby, do it like you do

[Bridge: Alex Goot and Chrissy Costanza (Both)]
Body rock, I wanna see your body rock
Body rock, I wanna see your body rock

[Chorus: Alex Goot and Chrissy Costanza (Both)]
Cause all I need
Is a beauty and a beat
Who can make my life complete
It's all about you
When the music makes you move
Baby, do it like you do",Alex Goot,2012,"[7, 9, 14, 13, 20, 38, 54, 70, 71, 72]",10
7,Home,"[Verse 1: Beyoncé]
I've been drinkin', I've been drinkin'
I get filthy when that liquor get into me
I've been thinkin', I've been thinkin'
Why can't I keep my fingers off it?
Baby, I want you, now-now
Why can't I keep my fingers off you?
Baby, I want you, now-now
Cigars on ice, cigars on ice
Feelin' like an animal with these cameras all in my grill
Flashin' lights, flashin' lights
You got me faded, faded, faded
Baby, I want you, now-now
Can't keep your eyes off my fatty
Daddy, I want you, now-now
Drunk in love, I want you

[Pre-Chorus: Beyoncé]
We woke up in the kitchen
Saying, ""How the hell did this shit happen?""
Oh, baby, drunk in love
We be all night, last thing I remember
Is our beautiful bodies grindin' up in that club
Drunk in love

[Chorus: Beyoncé]
We be all night, love, love
We be all night, love, love

[Verse 2: Beyoncé]
We be all night, and everything all right
No complaints from my body
So fluorescent under these lights
Boy, I'm drinkin', park it in my lot, 7-11
I'm rubbin' on it, rub-rubbin'
If you scared, call that reverend
Boy, I'm drinkin', get my brain right
Armand de Brignac, gangster wife
Louis sheets, he sweat it out
Like washrags, he wet it up
Boy, I'm drinkin', I'm singin' on the mic to my boy toys
Then I fill the tub up halfway
Then ride it with my surfboard, surfboard, surfboard
Grainin' on that wood
Grainin'-grainin' on that wood
I'm swervin' on that, swervin'-swervin' on that
Big body been servin' all this
Swerve, surfin' all in this good-good

[Pre-Chorus: Beyoncé]
We woke up in the kitchen
Saying, ""How the hell did this shit happen?""
Oh, baby, drunk in love
We be all night, last thing I remember
Is our beautiful bodies grindin' up in that club
Drunk in love

[Chorus: Beyoncé + JAY-Z]
We be all night, love, love
We be all night, love, love
I'm nice right now… Hold up!

[Verse 3: JAY-Z]
That D'USSÉ is the shit if I do say so myself
If I do say so myself, if I do say so myself
Hold up, stumble all in the house
Time to back up all that mouth
That you had all in the car
Talkin' about you the baddest bitch thus far
Talkin' about you be reppin' that Third
I wanna see all that shit that I heard
Know I sling Clint Eastwood
Hope you can handle this curve, uh
Foreplay in a foyer, fucked up my Warhol
Slid the panties right to the side
Ain't got the time to take drawers off
On sight, catch a charge I might
Beat the box up, like Mike in '97, I bite
I'm Ike Turner, turn up, baby, no I don't play
""Now eat the cake, Anna Mae!""
Said, ""Eat the cake, Anna Mae!""
I'm nice, for y'all to reach these heights
You gon' need G3, 4, 5, 6 flights
Sleep tight, we sex again in the morning
Your breasteses is my breakfast
We goin' in, we be all night

[Chorus: Beyoncé]
We be all night, love, love
We be all night, love, love

[Bridge: Beyoncé]
I'm never tired, never tired
I been sippin', that's the only thing
That's keepin' me on fire, we on fire
Didn't mean to spill that liquor all on my attire
I've been drinkin', watermelon
I want your body right here
Daddy, I want you, right now
Can't keep your eyes off my fatty
Daddy, I want you

[Chorus: Beyoncé]
We be all night, love, love
We be all night, love, love

[Produced by Noah “Detail” Fisher, Beyoncé Knowles, Timbaland, Jerome Harmon, BOOTS and Andre Proctor]",Beyoncé,2012,"[8, 7, 7, 8, 12, 14, 13, 14, 17, 19, 25, 27, 22, 23, 22, 21, 23, 17, 9, 9, 84, 96, 99, 41, 10, 73, 59, 53, 58, 59, 57, 44, 58, 66, 75, 73, 78, 88, 95]",39
8,Some Nights,"[Chorus 1]
Some nights, I stay up cashing in my bad luck
Some nights, I call it a draw
Some nights, I wish that my lips could build a castle
Some nights, I wish they'd just fall off
But I still wake up, I still see your ghost
Oh, Lord, I'm still not sure what I stand for, oh
What do I stand for?
What do I stand for?
Most nights, I don't know anymore

[Verse 1]
This is it, boys, this is war
What are we waiting for?
Why don't we break the rules already?
I was never one to believe the hype
Save that for the black and white
Try twice as hard and I'm half as liked
But here they come again to jack my style

[Pre-Chorus 1]
And that's alright
(That's Alright)
I found a martyr in my bed tonight
She stops my bones from wondering
Just who I, who, I, who I am
Oh, who am I?

[Chorus 2]
Well, some nights, I wish that this all would end
'Cause I could use some friends for a change
And some nights, I'm scared you'll forget me again
Some nights, I always win (I always win)
But I still wake up, I still see your ghost
Oh Lord, I'm still not sure what I stand for, oh
What do I stand for?
What do I stand for?
Most nights, I don't know

[Bridge 1]
(Oh, come on) So this is it?
I sold my soul for this?
Washed my hands of that for this?
I miss my mom and dad for this?
(Oh, come on) No
When I see stars, when I see stars, that's all they are
When I hear songs, they sound like a swan
So, come on
Oh, come on
Oh, come on
Oh, come on

[Verse 2]
Well, that is it, guys, that is all
Five minutes in and I'm bored again
Ten years of this, I'm not sure if anybody understands
This one is not for the folks back home
Sorry to leave, Mom, I had to go
Who the fuck wants to die alone
All dried up in the desert sun?

[Bridge 2]
My heart is breaking for my sister
And the con that she called ""love""
And then I look into my nephew's eyes
Man, you wouldn't believe the most amazing things
That can come from
Some terrible nights

[Outro]
The other night, you wouldn't believe
The dream I just had about you and me
I called you up, but we'd both agree
It's for the best you didn't listen
It's for the best we get our distance, oh
For the best you didn't listen
It's for the best we get our distance, oh",​fun.,2012,"[9, 8, 6, 6, 5, 4, 3, 3, 3, 4, 4, 3, 3, 3, 4, 5, 5, 6, 8, 11, 11, 14, 17, 28, 32, 32, 41, 47, 59, 64, 67, 76, 76, 74, 69, 68, 68, 68, 70, 76, 82, 89, 62]",43
9,I Knew You Were Trouble.,"[Intro]

[Verse 1]
Once upon a time, a few mistakes ago
I was in your sights, you got me alone
You found me, you found me, you found me
I guess you didn't care, and I guess I liked that
And when I fell hard, you took a step back
Without me, without me, without me

[Pre-Chorus]
And he's long gone, when he's next to me
And I realize the blame is on me

[Chorus]
'Cause I knew you were trouble when you walked in
So, shame on me now
Flew me to places I'd never been
'Til you put me down, oh
I knew you were trouble when you walked in
So, shame on me now
Flew me to places I'd never been
Now I'm lying on the cold hard ground
Oh, oh-oh
Trouble, trouble, trouble
Oh, oh-oh
Trouble, trouble, trouble

[Verse 2]
No apologies, he'll never see you cry
Pretend he doesn't know
That he's the reason why
You're drowning, you're drowning
You're drowning
And I heard you moved on
From whispers on the street
A new notch in your belt is all I'll ever be
And now I see, now I see
Now I see

[Pre-Chorus]
He was long gone when he met me
And I realize the joke is on me, hey!

[Chorus]
I knew you were trouble when you walked in (oh)
So, shame on me now
Flew me to places I'd never been
'Til you put me down, oh
I knew you were trouble when you walked in
So, shame on me now
Flew me to places I'd never been (yeah)
Now I'm lying on the cold hard ground
Oh, oh-oh (yeah)
Trouble, trouble, trouble
Oh, oh-oh
Trouble, trouble, trouble

[Bridge]
And the saddest fear
Comes creeping in
That you never loved me
Or her, or anyone, or anything, yeah!

[Chorus]
I knew you were trouble when you walked in
So, shame on me now
Flew me to places I'd never been (never been)
'Til you put me down, oh
I knew you were trouble when you walked in
(Knew it right there)
So, shame on me now (knew it right there)
Flew me to places I'd never been (ooh)
Now I'm lying on the cold hard ground
Oh, oh-oh
Trouble, trouble, trouble (oh)
Oh, oh-oh
Trouble, trouble, trouble

[Outro]
I knew you were trouble when you walked in
Trouble, trouble, trouble
I knew you were trouble when you walked in
Trouble, trouble, trouble

[Outro]",Taylor Swift,2012,"[10, 15, 32, 47, 77, 73, 59, 23, 3]",9
