,title,lyrics,artists,date,rank,cnt
0,Say Say Say,"[Verse 1: Paul McCartney]
Say, say, say what you want
But don't play games with my affection
Take, take, take what you need
But don't leave me with no direction

[Hook 1: Michael Jackson]
All alone, I sit home by the phone
Waiting for you, baby (baby)
Through the years, how can you stand to hear
My pleading for you?
You know I'm crying oo oo oo oo oo
Yeah, yeah

[Verse 2: Paul McCartney]
Now go, go, go where you want
But don't leave me here forever
You, you, you, stay away
So long girl, I see you never

[Hook 2: Michael Jackson]
What can I do, girl, to get through to you?
Cause I love you, baby (baby)
Standing here, baptized in all my tears
Baby through the years, you know I'm crying
Oo oo oo oo oo

(You've got to say, say, say
You've got to say, say, say...)

[Bridge: Paul McCartney and Michael Jackson]
You never ever worry
And you never shed a tear
You're saying that my love ain't real
Just look at my face these tears ain't drying

[Verse 3: Paul McCartney]
You, you, you, can never say
That I'm not the one who really loves you
I pray, pray, pray, everyday
That you'll see things, girl, like I do

[Hook 2: Michael Jackson]
What can I do, girl, to get through to you
Cause I love you, baby (love you / baby)
Standing here, baptized in all my tears
Baby through the years, you know I'm crying
Oo oo oo oo oo

[Outro: Paul McCartney and Michael Jackson]
Oo oo oo oo oo (say, say, say)
Oo oo oo oo oo
Oh baby
Oo oo oo oo oo
Oh baby
Oh baby
(Oo oo oo, oo oo oo, oo oo oo...)
Oh baby
(Oo oo oo, oo oo oo, oo oo oo...)
Oh baby
Oh baby
Say, say, say (Say, say, say)
Oo oo oo say, say, say, Oo oo oo say, say, say...
Come on
(Say, say, say, Say, say, say, Say, say, say...)
Come on
Oo oo oo say, say, say, Oo oo oo say, say, say
Oo oo oo yeah, yeah, yeah, Oo oo oo yeah, yeah, yeah
Oo oo oo say, say, say, Oo oo oo say, say, say...
Oo oo oo
Say, say, say
Oo oo oo (come on)
(Say, say, say)",Paul McCartney,1983,"[1, 1, 1, 1, 2, 2, 2, 4, 6, 11, 19, 26]",12
1,Say It Isn't So,"You got me all screwed up
So much I can't turn 'round
And I've been running about with some funny girls
I'm not so tough
But if you let me down (I'll tell ya)
I'd give you just one day to explain
I'd like to know if there's somebody else in this game

Say it isn't so, tell me I'm the only one
Say it isn't so, without you I can't go on
How was I to know, if you keep me guessing I don't understand

I can't sleep at night
I keep on dreaming you're gone
I'm staring into a space that was filled by your face
Facing the day
A face in the crowd
I'm sure I saw you just a moment ago
There must be something you don't want me to know

Say it isn't so, you got the magic touch
Say it isn't so, the one that I need so much
Say it isn't so, how was I to know
If you keep me guessing I don't understand

There's something wrong, suspicion's getting stronger
Don't know if I can stand this pain much longer
You play around but I see right through you

It's lonely on the streets when it's just one a.m
See a lot of pretty girls passing by
I'm walking in the midnight sun once again
And now I know why love is so blind
Cos when you're out of my sight
I'm out of your mind

Say it isn't so, tell me I'm the only one
Say it isn't so, without you I can't go on
How was I to know, if you keep me guessing I don't understand

Say it isn't so
Say it isn't so
Say it isn't so
Say it isn't so",The Outfield,1983,"[2, 2, 2, 4, 5, 7, 10, 17, 19, 30]",10
2,Union Of The Snake,"Telegram force and ready
I knew this was a big mistake
There's a fine line drawing
My senses together
And I think it's about to break

If I listen close I can hear them singers
Voices in your body coming through on the radio
The Union of the Snake is on the climb
Moving up it's gonna race it's gonna break
Through the borderline

Nightshades on a warning
Give me strength at least give me a light
Give me anything even sympathy
There's a chance you could be right

If I listen close I can hear them singers
Voices in your body coming through on the radio
The Union of the Snake is on the climb
Moving up it's gonna race it's gonna break
Through the borderline

The Union of the Snake is on the climb
Moving up it's gonna race it's gonna break
Through the borderline

If I listen close I can hear them singers
Voices in your body coming through on the radio
The Union of the Snake is on the climb
Moving up it's gonna race it's gonna break
Through the borderline

The Union of the Snake is on the climb
Moving up it's gonna race it's gonna break
Gonna move up to the borderline

The Union of the Snake is on the climb
Moving up it's gonna race it's gonna break
Through the borderline",Duran Duran,1983,"[3, 3, 5, 7, 11, 14, 24, 42, 59]",9
3,Owner Of A Lonely Heart,"[​Intro]​

[Verse 1]
Move yourself
You always live your life
Never thinking of the future
Prove yourself
You are the move you make
Take your chances, win or loser
See yourself
You are the steps you take
You and you, and that's the only way
Shake, shake yourself
You're every move you make
So the story goes

[Chorus]
Owner of a lonely heart
Owner of a lonely heart
(Much better than a)
Owner of a broken heart
Owner of a lonely heart

I know (x3)
Maybe there's another way to do this

{​Music Video - Break}​

[Verse 2]
Say - you don't want to chance it
You've been hurt so before
Watch it now
The eagle in the sky
How he dancin' one and only
You, lose yourself
No not for pity's sake
There's no real reason to be lonely
Be yourself
Give your free will a chance
You've got to want to succeed

[Chorus]
Owner of a lonely heart
Owner of a lonely heart
(Much better than a)
Owner of a broken heart
Owner of a lonely heart

Owner of a lonely heart

[Bridge]
After my own indecision
They confused me so
Owner of a lonely heart
My love said never question your will at all
In the end you've got to go
Look before you leap
Owner of a lonely heart
And don't you hesitate at all - no no
Yow!
Yeah, Yeah, Yeah, Yeah, Yeah, Yeah!

{​Instrumental}​

[Chorus]
Owner of a lonely heart
Owner of a lonely heart
(Much better than a)
Owner of a broken heart
Owner of a lonely heart

Owner of a lonely heart
Owner of a lonely heart
(Much better than a)
Owner of a broken heart
Owner of a lonely heart

Owner of a lonely heart

[Outro]
Sooner or later each conclusion
Will decide the lonely heart
Owner of a lonely heart
It will excite, it will delight
It will give a better start
Owner of a lonely heart

Don't deceive your free will at all
Don't deceive your free will at all
Owner of a lonely heart
Don't deceive your free will at all
Just receive it
Just receive it
(Owner of a lonely heart)",Yes,1983,"[4, 4, 7, 11, 14, 27, 37, 45, 62]",9
4,All Night Long (All Night),"[Verse 1]
Well, my friends, the time has come
To raise the roof and have some fun
Throw away the work to be done
Let the music play on (Play on, play on)
Everybody sing, everybody dance
Lose yourself in wild romance

[Pre-Chorus 1]
We're going to party, karamu
Fiesta, forever
Come on and sing along
We're going to party, karamu
Fiesta, forever
Come on and sing along

[Chorus]
All night long! (all night, all night)
All night long! (all night, all night)
All night long! (all night, all night)
All night long! (all night, all night)

[Verse 2]
People dancing all in the street
See the rhythm all in their feet
Life is good, wild and sweet
Let the music play on (Play on, play on)
Feel it in your heart
And feel it in your soul
Let the music take control

[Pre-Chorus 2]
We're going to party
Liming, fiesta, forever
Come on and sing along
We're going to party
Liming, fiesta, forever
Come on and sing my song

[Chorus]
All night long! (all night, all night)
All night long! (all night, all night)
All night long! (all night, all night)
All night long! (all night, all night)

[Verse 3]
Yeah, once you get started
You can't sit down
Come join the fun
It's a merry-go-round
Everyone's dancing their troubles away
Come join our party
See how we play!

[Instrumental Break]

[Bridge]
Tam bo li de say de moi ya
Yeah, Jambo Jambo
Way to parti o we goin'
Oh, jambali
Tam bo li de say de moi ya
Yeah, Jambo Jambo
Oh, yes
We're going to have a party!

[Chorus]
All night long! (all night, all night)
All night long! (all night, all night)
All night long! (all night, all night)
All night long! (all night, all night)

[Pre-Chorus 1]
We're going to party, karamu
Fiesta, forever
Come on and sing along
We're going to party, karamu
Fiesta, forever
Come on and sing my song

[Chorus]
All night long! (all night, all night)
All night long! (all night, all night)
All night long! (all night, all night)
All night long! (all night, all night)

[Outro]
Everyone you meet
They're jamming in the street
All night long!
Yeah, I said, everyone you meet
They're jamming in the street
All night long!
Feel good! Feel good!",Lionel Richie,1983,"[5, 5, 3, 2, 1, 1, 1, 1, 2, 3, 5, 7, 14, 28, 43, 62]",16
5,Uptown Girl,"[Verse 1]
Uptown girl
She's been living in her uptown world
I bet she's never had a backstreet guy
I bet her momma never told her why
I'm gonna try for an

[Chorus]
Uptown girl
She's been living in her white bread world
As long as anyone with hot blood can
And now she's looking for a downtown man
That's what I am

[Verse 2]
And when she knows what
She wants from her time
And when she wakes up
And makes up her mind

[Pre-Chorus]
She'll see I'm not so tough
Just because
I'm in love with an

[Verse 2]
Uptown girl
You know I've seen her in her uptown world
She's getting tired of her high class toys
And all her presents from her uptown boys
She's got a choice

[Verse 3]
Uptown girl
You know I can't afford to buy her pearls
But maybe someday when my ship comes in
She'll understand what kind of guy I've been
And then I'll win

[Bridge]
And when she's walking
She's looking so fine
And when she's talking
She'll say that she's mine

[Pre-Chorus]
She'll say I'm not so tough
Just because
I'm in love with an

[Chorus]
Uptown girl
She's been living in her white bread world
As long as anyone with hot blood can
And now she's looking for a downtown man
That's what I am",Billy Joel,1983,"[6, 6, 4, 3, 3, 3, 3, 3, 5, 10, 15, 24, 32, 51, 70]",15
6,Love Is A Battlefield,"[Intro/Chorus 1]
(We are young) we are young
(Heartache to heartache) heartache to heartache
(We stand) we stand
(No promises) no promises
(No demands) no demands
(Love is a battlefield) love is a battlefield

[Chorus 2]
We are strong
No one can tell us we're wrong
Searching our hearts for so long
Both of us knowing
Love is a battlefield

[Verse 1]
You're begging me to go
Then making me stay
Why do you hurt me so bad?
It would help me to know
Do I stand in your way
Or am I the best thing you've had?
Believe me
Believe me
I can't tell you why
But I'm trapped by your love
And I'm chained to your side

[Chorus 1]
(We are young) we are young
(Heartache to heartache) heartache to heartache
(We stand) we stand
(No promises) no promises
(No demands) no demands
(Love is a battlefield) love is a battlefield

[Chorus 2]
We are strong
No one can tell us we're wrong
Searching our hearts for so long
Both of us knowing
Love is a battlefield

[Verse 2]
When I'm losing control
Will you turn me away
Or touch me deep inside?
And when all this gets old
Will it still feel the same?
There's no way this will die
But if we get much closer
I could lose control
And if your heart surrenders
You'll need me to hold

[Chorus 1]
(We are young) we are young
(Heartache to heartache) heartache to heartache
(We stand) we stand
(No promises) no promises
(No demands) no demands
(Love is a battlefield) love is a battlefield

[Chorus 2]
We are strong
No one can tell us we're wrong
Searching our hearts for so long
Both of us knowing
Love is a battlefield",Pat Benatar,1983,"[7, 7, 6, 5, 6, 6, 7, 13, 17, 20, 26, 35, 48, 62, 78]",15
7,Twist Of Fate,"[Verse 1]
Do we deserve a second chance?
How did we fall into this circumstance?
We weren't so straight and narrow
This is much more than we deserve
A higher voice has called the tune
Two hearts that lost the beat will now resume
The gift of life extension
By divine intervention

[Pre-Chorus]
Ooh, ooh, ooh, ooh

[Chorus]
It's gotta be a strange twist of fate
Telling me that heaven can wait
Telling me to get it right this time
Life doesn't mean a thing
Without the love you bring
Love is what we've found
The second time around

[Verse 2]
Don't understand what's going on
Woke up this morning, all the hurt was gone
This is a new beginning
I'm back in the land of the living

[Pre-Chorus]
Ooh, ooh, ooh, ooh

[Chorus]
It's gotta be a strange twist of fate
Telling me that heaven can wait
And I gotta get it right this time
Life doesn't mean a thing
Without the love you bring
Love is what we found
The second time around

[Bridge]
Oh-oh
Oh, oh-oh, oh-oh

[Chorus]
It's gotta be a strange twist of fate
Telling me that heaven can wait
Oh I'm gonna get it right this time
Life doesn't mean a thing
Without the love you bring
Love is what we found
The second time around

It's gotta be a strange twist of fate
Telling me that heaven can wait
Oh I'm gonna get it right this time
Life (life) doesn't mean a thing
(Doesn't mean a thing)
Without the love you bring
Love is what we found
(What we found)
The second time around

[Outro]
It's gotta be a strange twist of fate
Telling me that heaven can wait

Life (life) doesn't mean a thing
Without the love you bring
Love is what we found...",Olivia Newton-John,1983,"[8, 8, 9, 12, 16, 21, 32, 38, 49]",9
8,Undercover Of The Night,"[Verse 1]
Hear the screams of Center 42
Loud enough to bust your brains out
The opposition's tongue is cut in two
Keep off the street 'cause you're in danger
One hundred thousand disparus
Lost in the jails in South America

[Chorus]
Cuddle up, baby
Cuddle up, tight
Cuddle up, baby
Keep it all out of sight
Undercover
Keep it all out of sight
Undercover of the night

[Verse 2]
The sex police are out there on the streets
Make sure the pass laws are not broken
The race militia has got itchy fingers
All the way from New York back to Africa

[Chorus]
Cuddle up, baby
Keep it all out of sight
Cuddle up, baby
Keep it all out of sight
Cuddle up, baby
Keep it all out of sight
Undercover, undercover
Undercover
Keep it all out of sight
Undercover of the night

[Verse 3]
All the young men, they've been rounded up
And sent to camps back in the jungle
And people whisper, people double-talk
And once proud fathers act so humble
All the young girls, they have got the blues
They're heading on back to Center 42

[Chorus]
Keep it undercover
Keep it all out of sight
Keep it undercover
Keep it all out of sight
Undercover
Keep it all out of sight
Undercover
Keep it all out of sight
Undercover of the night

[Verse 4]
Down in the bars, the girls are painted blue
Done up in lace, done up in rubber
The John's are jerky little G.I. Joe's
On R&R from Cuba and Russia
The smell of sex, the smell of suicide
All these dream things I can't keep inside

[Chorus]
Undercover
Keep it all out of sight
Undercover of the night

[Outro]
Undercover of the night
Undercover of the night
Undercover, undercover
Undercover of the night",The Rolling Stones,1983,"[9, 9, 11, 14, 15, 33, 39, 48]",8
9,Break My Stride,"[Verse 1]
Last night I had the strangest dream
I sailed away to China
In a little rowboat to find you
And you said you had to get your laundry cleaned
Didn't want no one to hold you
What does that mean?
And you said

[Chorus]
Ain't nothing gonna break my stride
Nobody gonna slow me down
Oh no
I got to keep on moving
Ain't nothing gonna break-a my stride
I'm running
And I won't touch ground
Oh no
I got to keep on moving

[Verse 2]
You're on a roll and now you pray it'll last
The road behind was rocky
But now you're feeling cocky
You look at me and you see your past
Is that the reason
Why you're running so fast?
And she said

[Chorus]
Ain't nothing gonna break-a my stride
Nobody gonna slow me down
Oh no
I got to keep on moving
Ain't nothing gonna break my stride
I'm running
And I won't touch ground
Oh no
I got to keep on moving

[Bridge]
(Never let another girl like you)
Work me over
(Never let another girl like you)
Drag me under
(If I meet another girl like you)
I will tell her
(Never want another girl like you)
Have to say
Oh

[Chorus]
Ain't nothing gonna break-a my stride
Nobody gonna slow me down
Oh no, oh no
I got to keep on moving
Ain't nothing gonna break my stride
I'm running
And I won't touch ground
Oh no
I got to keep on moving

[Chorus]
Ain't nothing gonna break-a my stride
Nobody gonna slow me down
Oh no, oh no
I got to keep on moving
Ain't nothing gonna break-a my stride
I'm running
And I won't touch ground
Oh no
I got to keep on moving

[Chorus]
(Whoaaaaa)
Ain't nothing gonna break my stride
Nobody gonna slow me down
Oh no
I got to keep on moving
Ain't nothing gonna break-a my stride
I'm running
And I won't touch ground
Oh no
I got to keep on moving",Matthew Wilder,1983,"[10, 10, 18, 19, 27, 37, 42, 47, 48, 49, 51, 57, 61, 71, 81, 94]",16
10,I Guess That's Why They Call It The Blues,"[Verse 1]
Don't wish it away
Don't look at it like it's forever
Between you and me, I could honestly say
That things can only get better

[Pre-Chorus]
And while I'm away
Dust out the demons inside
And it won't be long before you and me run
To the place in our hearts where we hide

[Chorus]
And I guess that's why they call it the blues
Time on my hands could be time spent with you
Laughin' like children, livin' like lovers
Rollin' like thunder under the covers
And I guess that's why they call it the blues

[Verse 2]
Just stare into space
Picture my face in your hands
Live for each second without hesitation
And never forget I'm your man

[Pre-Chorus]
Wait on me, girl
Cry in the night if it helps
But more than ever, I simply love you
More than I love life itself

[Chorus]
And I guess that's why they call it the blues
Time on my hands could be time spent with you
Laughin' like children, livin' like lovers
Rollin' like thunder under the covers
And I guess that's why they call it the blues

[Harmonica solo: Stevie Wonder]

[Pre-Chorus]
Wait on me, girl
Cry in the night if it helps
But more than ever, I simply love you
More than I love life itself

[Chorus]
And I guess that's why they call it the blues
Time on my hands could be time spent with you
Laughin' like children, livin' like lovers
Rollin' like thunder under the covers
And I guess that's why they call it the blues

[Outro]
(Laughing like children, living like lovers)
And I guess that's why they call it the blues
(Laughing like children, living like lovers)
And I guess that's why they call it the blues
And I guess that's why they call it the blues",Elton John,1983,"[11, 11, 19, 21, 25, 35, 38, 46, 53, 65]",10
11,Talking In Your Sleep,"When you close your eyes and you go to sleep
And it's down to the sound of a heartbeat
I can hear the things that you're dreaming about
When you open up your heart and the truth comes out

You tell me that you want me
You tell me that you need me
You tell me that you love me
And I know that I'm right
'Cause I hear it in the night

I hear the secrets that you keep
When you're talking in your sleep
I hear the secrets that you keep
When you're talking in your sleep

When I hold you in my arms at night
Don't you know you're sleeping in the spotlight
And all your dreams that you keep inside
You're telling me the secrets that you just can't hide

You tell me that you want me
You tell me that you need me
You tell me that you love me
And I know that I'm right
'Cause I hear it in the night

I hear the secrets that you keep
When you're talking in your sleep
I hear the secrets that you keep
When you're talking in your sleep
I hear the secrets that you keep
When you're talking in your sleep
I hear the secrets that you keep
When you're talking in your sleep

When you close your eyes and you fall asleep
Everything about you is a mystery

You tell me that you want me
You tell me that you need me
You tell me that you love me
And I know that I'm right
'Cause I hear it in the night

I hear the secrets that you keep
When you're talking in your sleep
I hear the secrets that you keep
When you're talking in your sleep
I hear the secrets that you keep
When you're talking in your sleep
I hear the secrets that you keep
When you're talking in your sleep
I hear the secrets that you keep
When you're talking in your sleep
I hear the secrets that you keep",The Romantics,1983,"[12, 12, 20, 24, 29, 44, 57, 61, 63, 66, 77, 86, 90]",13
12,Church Of The Poison Mind,"Desolate loving in your eyes
You used an' made my life so sweet
Step out like a God-found child
I saw your eyes across the street

Who would be the fool to take you
Be more than just kind
Step into a life of maybe
Love is hard to find

In the church of the poison mind
(In the church of the poison mind)
In the church of the poison mind
(In the church of the poison mind)
In the church of the poison mind
(In the church of the poison mind)
(In the church of the poison)

Watch me clinging to the beat
I had to fight to make it mine
That religion you could sink it neat
Just move your feet an' you'll feel fine

Who would be the fool to maybe
Trick a kiss in time
Who am I to say that's crazy
Love will make you blind

In the church of the poison mind
(In the church of the poison mind)
In the church of the poison mind
(In the church of the poison mind)
In the church of the poison mind
(In the church of the poison mind)
(In the church of the poison mind)

Desolate loving in your eyes
You used an' made my life so sweet
Step out like a God-found child
I saw your eyes across the street

Who would be the fool to take you
Be more than just kind
Step into a life of maybe
Love is hard to find

In the church of the poison mind
(In the church of the poison mind)
In the church of the poison mind
(In the church of the poison mind)
In the church of the poison mind
(In the church of the poison mind)
In the church of the poison mind
(In the church of the poison mind)

In the church of the poison mind
(In the church of the poison mind)
In the church of the poison mind
(In the church of the poison mind)
In the church of the poison mind
(In the church of the poison mind)
In the church of the poison mind
(In the church of the poison mind)

In the church of the poison mind
(In the church of the poison mind)
In the church of the poison mind",Culture Club,1983,"[13, 13, 10, 10, 10, 11, 17, 22, 26, 40, 54]",11
13,Major Tom (Coming Home),"Standing there alone
The ship is waiting
All systems are go
""Are you sure?""
Control is not convinced
But the computer
Has the evidence
No need to abort
The countdown starts

Watching in a trance
The crew is certain
Nothing left to chance
All is working
Trying to relax
Up in the capsule
""Send me up a drink""
Jokes Major Tom
The count goes on

Four, three, two, one
Earth below us
Drifting, falling
Floating weightless
Calling, calling home

Second stage is cut
We're now in orbit
Stabilizers up
Running perfect
Starting to collect
Requested data
""What will it affect
When all is done?""
Thinks Major Tom

Back at ground control
There is a problem
""Go to rockets full""
Not responding
""Hello, Major Tom
Are you receiving?
Turn the thrusters on
We're standing by""
There's no reply

Four, three, two, one
Earth below us
Drifting, falling
Floating weightless
Calling, calling home

Across the stratosphere
A final message
""Give my wife my love""
Then nothing more

Far beneath the ship
The world is mourning
They don't realize
He's alive
No one understands
But Major Tom sees
""Now the light commands
This is my home
I'm coming home""

Earth below us
Drifting, falling
Floating weightless
Coming home

Earth below us
Drifting, falling
Floating weightless
Coming home

Earth below us
Drifting, falling
Floating weightless
Coming, coming
Home
Home
Home
Home

Home
Home
Home
Home",Peter Schilling,1983,"[14, 14, 15, 18, 20, 25, 28, 32, 46, 48, 52, 58, 69, 84, 89]",15
14,Cum On Feel The Noize,"[Intro]
Baby, baby, baby

[Verse 1]
So you think you got an evil mind?
Well, I'll tell you honey
And I don't know why
And I don't know why
So you think my singing's out of time
Well, it makes me money
And I don't know why
And I don't know why
Anymore, oh no

[Chorus]
So come on, feel the noise
Girls, grab their boys
We'll get wild, wild, wild
We'll get wild, wild, wild
So come on, feel the noise
Girls, grab their boys
We'll get wild, wild, wild
At your door

[Verse 2]
So you think I got a funny face
Well, I ain't no worry
And I don't know why
And I don't know why
Say I'm a dog and God it's no disgrace
And I ain't no hurry
And I don't know why
And I don't know why
Anymore, oh no

[Chorus]
So come on, feel the noise
Girls, grab their boys
We'll get wild, wild, wild
We'll get wild, wild, wild
So come on, feel the noise
Girls, grab their boys
We'll get wild, wild, wild
At your door

[Verse 3]
So you think we have a lazy time
Well you should know better
And I don't know why
I just don't know why
And you say I got a dirty mind
Well, I'm a mean go-getter
And I don't know why
I just don't know why
Anymore, oh no

[Chorus]
So come on, feel the noise
Girls, grab their boys
We'll get wild, wild, wild
We'll get wild, wild, wild
So come on, feel the noise
Girls, grab their boys
We'll get wild, wild, wild
At your door

[Chorus]
So come on, feel the noise
Girls, grab their boys
We'll get wild, wild, wild
We'll get wild, wild, wild
So come on, feel the noise
Girls, grab their boys
We'll get wild, wild, wild
We'll get wild, wild, wild

[Outro]
So come on, feel the noise
Girls, grab your boys
We'll get wild, wild, wild
We'll get wild, wild, wild",Oasis,1983,"[15, 15, 12, 8, 7, 5, 5, 7, 12, 14, 21, 31, 53, 70, 82, 92]",16
15,Synchronicity II,"Another suburban family morning
Grandmother screaming at the wall
We have to shout above the din of our Rice Krispies
We can't hear anything at all
Mother chants her litany of boredom and frustration
But we know all her suicides are fake
Daddy only stares into the distance
There's only so much more that he can take
Many miles away
Something crawls from the slime
At the bottom of a dark Scottish lake

Another industrial ugly morning
The factory belches filth into the sky
He walks unhindered through the picket lines today
He doesn't think to wonder why
The secretaries pout and preen like
Cheap tarts in a red light street
But all he ever thinks to do is watch
And every single meeting with his so-called superior
Is a humiliating kick in the crotch
Many miles away
Something crawls to the surface
Of a dark Scottish loch

Another working day has ended
Only the rush hour hell to face
Packed like lemmings into shiny metal boxes
Contestants in a suicidal race
Daddy grips the wheel and stares alone into the distance
He knows that something somewhere has to break
He sees the family home now looming in his headlights
The pain upstairs that makes his eyeballs ache
Many miles away
There's a shadow on the door
Of a cottage on the shore
Of a dark Scottish lake
Many miles away, many miles away",The Police,1983,"[16, 16, 16, 16, 19, 22, 34, 41, 54]",9
16,Karma Chameleon,"[Verse 1]
There's a loving in your eyes all the way
If I listened to your lies, would you say

[Pre-Chorus]
I'm a man without conviction
I'm a man who doesn't know?
How to sell a contradiction
You come and go, you come and go

[Chorus]
Karma karma karma karma karma chameleon
You come and go, you come and go
Loving would be easy if your colors were like my dreams
Red gold and green, red gold and green

[Verse 2]
Didn't hear your wicked words every day
And you used to be so sweet, I heard you say

[Pre-Chorus]
That my love was an addiction
When we cling, our love is strong
When you go, you're gone forever
You string along, you string along

[Chorus]
Karma karma karma karma karma chameleon
You come and go, you come and go
Loving would be easy if your colors were like my dreams
Red gold and green, red gold and green

[Bridge]
Every day is like survival
You're my lover, not my rival
Every day is like survival
You're my lover, not my rival

[Pre-Chorus]
I'm a man (a man) without conviction
I'm a man (a man) who doesn't know
How to sell (to sell) a contradiction
You come and go, you come and go

[Chorus]
Karma karma karma karma karma chameleon
You come and go, you come and go
Loving would be easy if your colors were like my dreams
Red gold and green, red gold and green
Karma karma karma karma karma chameleon
You come and go, you come and go
Loving would be easy if your colors were like my dreams
Red gold and green, red gold and green",Culture Club,1983,"[17, 17, 27, 35, 52]",5
