,title,lyrics,artists,date,rank,cnt
0,Over And Over,"[Verse 1]
From the way you smile
To the way you look
You capture me
Unlike no other
From the first hello
Yeah, that’s all it took
And suddenly
We had each other

[Pre-Chorus]
And I won’t leave you
Always be true
One plus one, two for life
Over and over again

[Chorus]
So don’t ever think I need more
I’ve got the one to live for
No one else will do
And I’m telling you
Just put your heart in my hands
I promise it won’t get broken
We’ll never forget this moment
It will stay brand new
‘Cause I’ll love you
Over and over again
Over and over again

[Verse 2]
From the heat of night
To the break of day
I’ll keep you safe
And hold you forever
And the sparks will fly
They will never fade
‘Cause every day gets better and better

[Pre-Chorus]
And I won’t leave you
Always be true
One plus one, two for life
Over and over again

[Chorus]
So don’t ever think I need more
I’ve got the one to live for
No one else will do
I’m telling you
Just put your heart in my hands
I promise it won’t get broken
We’ll never forget this moment
It will stay brand new
‘Cause I’ll love you
Over and over again
Over and over again

[Verse 3]
Girl when I’m with you
I lose track of time
When I’m without you
You’re stuck on my mind
I’ll be all you need
Until the day that I die
I’ll love you
Over and over again

[Bridge]
So don’t ever think I need more
I’ve got the one to live for
No one else will do, yeah
I’m telling you

[Chorus]
Just put your heart in my hands
I promise it won’t get broken
We’ll never forget this moment
It will stay brand new
‘Cause I’ll love you
Over and over again
Over and over again
Oh yeah oh yeah

[Outro]
Over and over again
Oh yeah oh yeah
Over and over again",Nathan Sykes,1965,"[1, 2, 5, 10, 16, 38, 63]",7
1,Turn! Turn! Turn! (To Everything There Is A Season),"To everything
Turn, turn, turn
There is a season
Turn, turn, turn
And a time for every purpose under Heaven
A time to be born, a time to die
A time to plant, a time to reap
A time to kill, a time to heal
A time to laugh, a time to weep
To everything
Turn, turn, turn
There is a season
Turn, turn, turn
And a time for every purpose under Heaven
A time of love, a time of hate
A time of war, a time of peace
A time you may embrace
A time to refrain from embracings
To everything
Turn, turn, turn
There is a season
Turn, turn, turn
And a time for every purpose under Heaven
A time to gain, a time to lose
A time to rend, a time to sew
A time for love, a time for hate
A time for peace, I swear it's not too late
To everything
Turn, turn, turn
There is a season
Turn, turn, turn",Wilson Phillips,1965,"[2, 1, 1, 1, 2, 6, 12, 31, 61, 80]",10
2,I Got You (I Feel Good),"[Chorus]
Wow! I feel good, I knew that I would now
I feel good, I knew that I would now
So good, so good, I got you

Wow! I feel nice, like sugar and spice
I feel nice, like sugar and spice
So nice, so nice, I got you

[Bridge]
When I hold you in my arms
I know that I can do no wrong
And when I hold you in my arms
My love won't do you no harm

[Chorus]
And I feel nice, like sugar and spice
I feel nice, like sugar and spice
So nice, so nice, I got you

[Bridge]
When I hold you in my arms
I know that I can't do no wrong
And when I hold you in my arms
My love can't do me no harm

[Chorus]
And I feel nice, like sugar and spice
I feel nice, like sugar and spice
So nice, so nice, well I got you

Wo! I feel good, I knew that I would, now
I feel good, I knew that I would

So good, so good, 'cause I got you
So good, so good, 'cause I got you
So good, so good, 'cause I got you

[Outro]
Hey! Oh",James Brown & The Famous Flames,1965,"[3, 3, 4, 5, 9, 14, 68]",7
3,Let's Hang On!,"There ain't no good in our goodbye-in'
True love takes a lot of tryin'
Oh, I'm cryin'

Let's hang on to what we got
Don't let go girl, we got a lot
Got a lot of love between us
Hang on, hang on, hang on
To what we got [doo-doo doo-doo doo-doo]

You say you're gonna go and call it quits
Gonna chuck it all and break our love to bits
(Breakin' up) I wish you never said it
(Breakin' up) No, no, we'll both regret it
That little chip 'o diamond on your hand
Ain't a fortune, baby, but you know it stands
(For your love) A love to try and bind us
(Such a love) We just can't leave behind us
Baby (don't you go) Baby (oh no no)
Baby (think it over and stay)

There isn't anything I wouldn't do
I'd go to any price to get in good with you
(Patch it up) Give me a second turn
(Patch it up) Don't cool off while I'm burnin'
You got me cryin', dyin' at your door
Don't shut me out, open your arms for
(Open up) Your arms I need to hold
(Open up) Your heart, oh girl, I told you
Baby (don't you go) Baby (oh no no)
Baby (think it over and stay)",The Four Seasons,1965,"[4, 4, 3, 4, 4, 5, 8, 13, 18, 41, 60, 72]",12
4,The Sound Of Silence,"Hello darkness, my old friend
I've come to talk with you again
Because a vision softly creeping
Left its seeds while I was sleeping
And the vision that was planted in my brain
Still remains
Within the sound of silence

In restless dreams I walked alone
Narrow streets of cobblestone
'Neath the halo of a street lamp
I turned my collar to the cold and damp
When my eyes were stabbed by
The flash of a neon light
That split the night
And touched the sound of silence

And in the naked light I saw
Ten thousand people, maybe more
People talking without speaking
People hearing without listening
People writing songs that voices never share
And no one dared
Disturb the sound of silence

""Fools"", said I, ""You do not know
Silence like a cancer grows
Hear my words that I might teach you
Take my arms that I might teach you""
But my words, like silent raindrops fell
And echoed
In the wells of silence

And the people bowed and prayed
To the neon god they made
And the sign flashed out its warning
In the words that it was forming
And the sign said
""The words of the prophets are
Written on the subway walls
And tenement halls
And whispered in the sound of silence""",James Blake,1965,"[5, 16, 26, 34, 65, 80]",6
5,Make The World Go Away,"[Chorus: Alison Krauss & Jamey Johnson]
Make the world go away
Get it off my shoulder
Say the things we used to say
And make the world go away

[Verse 1: Jamey Johnson]
Do you remember when you loved me?
Before the world took me astray?
Well if you do, then forgive me
And make the world, go away

[Chorus: Alison Krauss & Jamey Johnson]
Make the world go away
And get it off my shoulder
Say the things we used to say
And make the world, go away

[Verse 2: Alison Krauss]
I'm so sorry, if I hurt you
I'll make it up, day by day
Just say you'll love me like you used to
And make the world, go away

[Chorus 3: Alison Krauss & Jamey Johnson]
Make the world go away
And get it off my shoulder
Say the things you used to say
And make the world, go away

[Outro: Alison Krauss & Jamey Johnson]
Say the things you used to say
And make the world, go away",Alison Krauss,1965,"[6, 7, 14, 17, 19, 28, 38, 49, 63, 79, 82]",11
6,Fever,"[Intro]
XOXO, my love is very special
If you want it, you can have it
But don't take me for granted
So much, so much
So much things I did not say
I'm from Portmore
That's in J.A
We can do it on that beach deh

[Bridge]
Tick, tock
Tick, tock
Tick, tock
Tick, tock
Bruck it, set it
Bruck it, set it
Bruck it, set it
Bruck it, set it

[Pre-Chorus]
Backshot
Somehow you got, Head strong
Forget me not
When it sweet you
Weh you seh?
(Bap bap bap, bap bap bap)

[Chorus]
Fever
Pon yuh punanny
Whine fi mi baby
Everything criss
My good love
Mek you turn and twist
Fever
Wha yuh punanny
Whine fi mi baby
Everything criss
My good love
Mek you turn and twist

[Verse 1]
When you look back a yuh
A me that
Doggystyle, puppy whisper
My cocky so hot
It give the fire fever
If yuh caah bruck it off
Hasta La Vista
Gyal haffi have a, pussy power
Grab it, let go
'Quint , lower
Go dung, lover
Go dung, go back
Tattoo, color
Warm, summer

[Bridge 2]
Milipee walapaa pulupoosilipee
Colopum ala my yalapaad
Fi li di li
Belepes fulupuk
Fi li di li
Belepes fulupuk

[Pre-Chorus]
Backshot
Somehow you got, Head Strong
Forget me not
When it sweet you
Weh yuh seh?
(Bap bap bap, bap bap bap)

[Chorus]
Fever
Pon yuh punanny
Whine fi mi baby
Everything criss
My good love
Mek you turn and twist

[Verse 2]
Come pose pon yuh head
You nah dead
Wide out, like a sheetspread
Likkle twelve lef' Dex, dat mash up him head
Kahira, gi' him a third world girl instead
She siv'-ing, wicked
So she, did it
Ram her parrish
Rev her body
Send her cousin
Come a Addi
When mi done
She haffi say, ""Daddy!""

[Bridge 2]
Milipee walapaa pulupoosilipee
Colopum ala my yalapaad
Fi li di li
Belepes fulupuk
Fi li di li
Belepes fulupuk

[Pre-Chorus]
Backshot
Somehow you got, Head strong
Forget me not
When it sweet you
Weh yuh seh?
(Bap bap bap, bap bap bap)

[Chorus]
FEVER
Pon yuh punanny
Whine fi mi baby
Everything criss
My good love
Mek you turn and twist
Fever
Pon yuh punanny
Whine fi mi baby
Everything criss
My good love
Mek you turn and twist

[Pre-Chorus]
Backshot
Somehow you got, head strong
Forget me not
When it sweet you
Weh yuh seh?
(Bap bap bap, bap bap bap)

[Outro]
Fever
Fever
Pon yuh punanny
Pon yuh punanny",Vybz Kartel,1965,"[7, 9, 13, 20, 37, 55, 72]",7
7,England Swings,"England swings like a pendulum do
Bobbies on bicycles, two by two
Westminster Abbey, the Tower, and Big Ben
The rosy red cheeks of the little children

Now, if you huff and puff and you fina'lly save enough
Money up to take your family on a trip across the sea
Take a tip before you take your trip; let me tell you where to go
Go to Engeland, Oh;

England swings like a pendulum do
Bobbies on bicycles, two by two
Westminster Abbey the tower of Big Ben
The rosy red cheeks of the little children

Mama's old pajamas and your papa's mustache
Falling out the window sill, frolic in the grass
Tryin' to mock the way they talk fun but all in vain
Gaping at the dapper men with derby hats and canes

England swings like a pendulum do
Bobbies on Bicycles, two by two
Westminster Abbey the tower of Big Ben
The rosy red cheeks of the little children",Roger Miller,1965,"[8, 8, 12, 18, 24, 44, 57, 81]",8
8,Ebb Tide,"[Verse]
First the tide rushes in
Plants a kiss on the shore
Then rolls out to sea
And the sea is very still once more

So, I'll rush to your side
Like the oncoming tide
With one burning thought
Will your arms open wide

At last we're face to face
And as we kiss through an embrace
I can tell, I can feel you are love
You are really mine in the rain, in the dark, in the sun

Like the tide at its ebb
I'm at peace in the web of your arms
Ebb tide",The Righteous Brothers,1965,"[9, 12, 21, 41]",4
9,I Can Never Go Home Anymore,"I'm gonna hide if she don't leave me alone
I'm gonna run away
Don't!!
Cause you can never go home anymore

Listen, does this sound familiar?
You wake up every morning
Go to  school every day
Spend your nights on the corner
Just passing the time away

Your life is so lonely
Like a child without a toy
Then a miracle-a boy
And that's called ""glad.""

Now my mom is a good mom
And she loves me with all her heart
But she said I was too young to be in love
And the boy and I would have to part

And no matter how I ranted and raved
I screamed
I pleaded
I cried
She told me it was not really love
But only my girlish pride
And that's called ""bad.""

(Never go home anymore)

Now if that's happened to you
Don't let this
I packed my clothes and left home that night
Though she begged me to stay
I was sure I was right
And you know something funny?
I forgot that boy right away
Instead, I remember being tucked in bed
And hearing my mama say

(Hush, little baby, don't you cry)
(Mama won't go away)
Mama!!!
(You can never go home anymore)
Mama!!!
I can never go home anymore

Do you ever get that feeling and want to kiss and hug her?
Do it now
Tell her you love her
Don't do to your mom what I did to mine

She grew so lonely
In the end, angels picked her for a friend
(Never)
And I can never go home (never) anymore
And that's called ""sad""",The Shangri-Las,1965,"[10, 6, 6, 9, 12, 31, 51, 88]",8
10,We Can Work It Out,"[Verse 1: Paul McCartney]
Try to see it my way
Do I have to keep on talking till I can't go on?
While you see it your way
Run the risk of knowing that our love may soon be gone

[Chorus: Paul McCartney]
We can work it out
We can work it out

[Verse 2: Paul McCartney]
Think of what you're saying
You can get it wrong and still you think that it's alright
Think of what I'm saying
We can work it out and get it straight or say good night

[Chorus: Paul McCartney]
We can work it out
We can work it out

[Bridge: Paul McCartney & John Lennon]
Life is very short and there's no time
For fussing and fighting, my friend
I have always thought that it's a crime
So I will ask you once again

[Verse 3: Paul McCartney]
Try to see it my way
Only time will tell if I am right or I am wrong
While you see it your way
There's a chance that we might fall apart before too long

[Chorus: Paul McCartney]
We can work it out
We can work it out

[Bridge: Paul McCartney & John Lennon]
Life is very short and there's no time
For fussing and fighting, my friend
I have always thought that it's a crime
So I will ask you once again

[Verse 4: Paul McCartney]
Try to see it my way
Only time will tell if I am right or I am wrong
While you see it your way
There's a chance that we might fall apart before too long

[Chorus: Paul McCartney]
We can work it out
We can work it out",The Beatles,1965,"[11, 36]",2
11,Don't Think Twice,"[Verse 1]
Well it ain't no use to sit and wonder why, babe
If'n you don't know by now
And it ain't no use to sit and wonder why, babe
It'll never do somehow
When your rooster crows at the break of dawn
Look out your window and I’ll be gone
You’re the reason I’m a-traveling on
But don’t think twice, it’s all right

[Verse 2]
And it ain't no use in turning on your light, babe
The light I never knowed
And it ain't no use in turning on your light, babe
I’m on the dark side of the road
But I wish there was something you would do or say
To try and make me change my mind and stay
But we never did too much talking anyway
But don’t think twice, it’s all right

[Verse 3]
So it ain't no use in calling out my name, gal
Like you never done before
And it ain't no use in calling out my name, gal
I can’t hear you anymore
I’m a-thinking and a-wondering, walking down the road
I once loved a woman, a child I’m told
I gave her my heart but she wanted my soul
But don’t think twice, it’s all right

[Verse 4]
So long, honey babe
Where I’m bound, I can’t tell
Goodbye's too good a word, babe
So I’ll just say fare thee well
I ain't a-saying you treated me unkind
You could've done better, but I don’t mind
You just kinda wasted my precious time
But don’t think twice, it’s all right",Bob Dylan,1965,"[12, 13, 18, 24, 32, 51, 69, 90]",8
