,title,lyrics,artists,date,rank,cnt
0,"Say You, Say Me","[Chorus]
Say you, say me
Say it for always, that's the way it should be
Say you, say me
Say it together, naturally

[Verse 1]
I had a dream, I had an awesome dream
People in the park playing games in the dark
And what they played was a masquerade
And from behind of walls of doubt a voice was crying out

[Chorus]
Say you, say me
Say it for always, that's the way it should be
Say you, say me
Say it together, naturally

[Verse 2]
As we go down life's lonesome highway
Seems the hardest thing to do is to find a friend or two
A helping hand - someone who understands
That when you feel you've lost your way
You've got someone there to say
I'll show you

[Chorus]
Say you, say me
Say it for always, that's the way it should be
Say you, say me
Say it together, naturally

[Bridge]
So you think you know the answers - oh no
Because the whole world has got you dancing, that's right
I'm telling you
It's time to start believing - oh yes
Believing who you are - you are a shining star

[Chorus]
Say you, say me
Say it for always, that's the way it should be
Say you, say me
Say it together, naturally",Lionel Richie,1985,"[1, 1, 3, 5, 12, 22, 32, 40]",8
1,Party All The Time,"(Yeah Yeah Yeah Yeah .... Uh huh)

(La La La La La)

I'd like to welcome everybody to the wonderful world of Kid Mes-Cudi
You know what I'm saying
I'm from Cleveland uhhh
You know we get it in
Chillin', drinkin' , and smokin' that 10 K

We party all the time

[Verse 1]
When it's over with, the heats comin' in
Chillin', drinkin' and smokin', we gon' get it in
Comin' out the house down tees and some jeans
I'm at my people's strips, something we can tease
Now I ain't gettin' drunk Nigga, but I'm gettin' right
I gotta keep my compose before the nightlight fam
In the night life, yeah that's some shit right
Clowin' in the streets livin' up all night
Money's good cause I stacked up all week
We gon' cop a bottle other then the soft drinks?
Mix it up right, mix it up slick
It's the mystery mix make them girls turn tricks
But we rollin' now, headed downtown
And I'm drinkin' and drivin', but I'mma hold it down
Malt whiskey, pass me the cup
And while your at it my nigga open the doors up

[Chorus]
We going to party all the time
Party all the time
Yeah, Yeah, Yeah
We going to party all the time
Party all the time
Yeah, Yeah, Yeah
We going to party all the time
Party all the time
Yeah, Yeah, Yeah
We going to party all the time
Party all the time
Party all the time

[Verse 2]
We do laps around Flats
Just to check out the clubs
And we sippin' our drinks
They can our lungs
Girls poppin' cause they Curious George
They can't master ours
Made available in stores for sure
They don't even know it's a store
Them other niggas is lame they makin' you poor
Nigga we scream down the strip
How I beam on a bitch
In my head, like a sandman I'm already rich
But um — The lines are thick so girls take a pick
""So how it standing Boo?"" — Come take a sip
Yeah take a sip, got lots to go round
What we headed to? You know we Telly-bound
I'mma put it in you so you like it
Then I'm gone, like the wind
Don't be mad girl, I got other friends
""Will I call you boo?"" That depends
If I remember or forget how the night ends

[Chorus]
We going to party all the time
Party all the time
Yeah, Yeah, Yeah
We going to party all the time
Party all the time
Yeah, Yeah, Yeah
We going to party all the time
Party all the time
Yeah, Yeah, Yeah
We going to party all the time
Party all the time
Party all the time

[Bridge]
Cause I've been drunk before (yeah)
But I'm feeling this shit
I've been high before (yeah)
Well that's burn another stick
I've been drunk before (yeah)
But I'm feeling this shit
I've been high before (yeah)
Well that's burn another stick
Nigga

[Verse 3]
Crop us over wit, we gon' park a pimp
That niggas that you talking to girl, make some sense
Come fuck with me, it's the K-i-d
Now I'mma lite up my blunt, that's naturally
I know you seeing me, me and Mel Whiskey
Chillin' every day, poppin' with this breezys
And that's how we do, just me and my crew
Party all the time, so fuck what you do

(Chorus)
We going to party all the time
Party all the time
Yeah, Yeah, Yeah
We going to party all the time
Party all the time
Yeah, Yeah, Yeah
We going to party all the time
Party all the time
Yeah, Yeah, Yeah
We going to party all the time
Party all the time
Party all the time",Kid Cudi,1985,"[2, 3, 4, 9, 9, 17, 24, 35, 43, 59, 66, 72, 82]",13
2,Alive & Kicking,"[Verse One]
I was having a nice time out the night-time
You were digging a vice mine out of light lime
As if you had all the rights to make a sight
Locked in a gilded birdcage with a blurred name

[Chorus]
I could make my own wine
But I don't have time
Gentlemen are staring
I'm alive & kicking
Who knows what'll happen

[Verse Two]
Man & a woman in one & the auntie gone
I'm remarkable in long but I haven't shone
I see you have all the wrongs to sing this song
You're wanting me to chirrup with a big bong

[Chorus]
I could make my own wine
But I don't have time
Gentlemen are staring
I'm alive & kicking
Who knows what'll happen

[Post-Chorus]
Insanity, you can't sell humanity
This is madness, getting me filled with sadness
Anti-social, not particularly vocal
This is stupid, say, who wanted to do this?

[Chorus]
I could make my own wine
But I don't have time
Gentlemen are staring
I'm alive & kicking
Who knows what'll happen

[Post-Chorus]
Insanity, you can't sell humanity
This is madness, getting me filled with sadness
Anti-social, not particularly vocal
This is stupid, say, who wanted to do this?",Vimto(TaylorSwift14),1985,"[3, 4, 7, 11, 11, 18, 22, 28, 33, 38, 52]",11
3,That's What Friends Are For,"[Verse 1: Dionne Warwick with Elton John]
And I never thought I'd feel this way
And as far as I'm concerned
I'm glad I got the chance to say
That I do believe I love you
And if I should ever go away
Well then, close your eyes and try
To feel the way we do today
And then if you can remember

[Chorus: Dionne Warwick with Elton John]
Keep smilin', keep shinin'
Knowin' you can always count on me for sure
That's what friends are for
For good times and bad times
I'll be on your side forevermore
That's what friends are for

[Verse 2: Stevie Wonder & Elton John]
Well, you came and opened me
And now there's so much more I see
And so, by the way, I thank you
Oh, and then, for the times when we're apart
Well then, close your eyes and know
These words are comin' from my heart
And then if you can remember, oh

[Chorus: Stevie Wonder]
Keep smiling, keep shining
Knowing you can always count on me for sure
That's what friends are for
In good times, in bad times
I'll be on your side forevermore
Oh, that's what friends are for, oh

[Chorus: Gladys Knight]
Oh, keep smilin', keep shinin'
Knowin' you can always count on me for sure
That's what friends are for
For good times and bad times
I'll be on your side forevermore
That's what friends are for

[Chorus: Elton John, Dionne Warwick, & all]
Keep smilin', keep shinin'
Knowin' you can always count on me, oh, for sure
'Cause I tell you that's what friends are for
For good times and for bad times
I'll be on your side forevermore, oh
That's what friends are for

[Outro: Stevie Wonder, Elton John, & Dionne Warwick]
(Ha ha, that's what friends are for)
(Ha ha, yeah)
On me for sure
Count on me for sure
Count on me for sure
That's what friends are for
Keep smilin', keep shinin'",Dionne Warwick,1985,"[4, 8, 14, 16, 27, 39, 57, 67]",8
4,I Miss You,"[Intro: Mark Hoppus]
I miss you, I miss you

[Verse 1: Mark Hoppus]
Hello there
The angel from my nightmare
The shadow in the background of the morgue
The unsuspecting victim of darkness in the valley
We can live like Jack and Sally if we want
Where you can always find me
And we'll have Halloween on Christmas
And in the night we'll wish this never ends
We'll wish this never ends

[Interlude: Mark Hoppus]
I miss you, I miss you
I miss you, I miss you

[Verse 2: Tom DeLonge]
Where are you?
And I'm so sorry
I cannot sleep, I cannot dream tonight
I need somebody and always
This sick, strange darkness
Comes creeping on so haunting every time
And as I stare I counted
The webs from all the spiders
Catching things and eating their insides
Like indecision to call you
And hear your voice of treason
Will you come home and stop this pain tonight?
Stop this pain tonight

[Chorus: Tom DeLonge and Mark Hoppus]
Don't waste your time on me you're already
The voice inside my head (I miss you, I miss you)
Don't waste your time on me you're already
The voice inside my head (I miss you, I miss you)

[Chorus: Tom DeLonge and Mark Hoppus]
Don't waste your time on me you're already
The voice inside my head (I miss you, I miss you)
Don't waste your time on me you're already
The voice inside my head (I miss you, I miss you)
Don't waste your time on me you're already
The voice inside my head (I miss you, I miss you)
Don't waste your time on me you're already
The voice inside my head (I miss you, I miss you)

[Outro: Mark Hoppus]
I miss you, I miss you
I miss you, I miss you
I miss you, I miss you
I miss you, I miss you",​​blink-182,1985,"[5, 7, 9, 13, 16, 19, 23, 31, 36, 40, 46, 49, 56, 61, 74, 86]",16
5,Small Town,"[Intro]
She in the city, but she from a small town
High heels, tall shots make her fall down
Up late, now she running with the fast crowd
But she calls me every night before she pass out

[Verse 1]
I don't wanna waste my time with girls who rolling they eyelids
Girls who lookin' for a place to stay
Because they came away from Long Island
I don't wanna make your mind up
I'm just tryna make you mine quick
But ever since I put you in my line-up
All I do is choke: Heimlich
Good girl in a bad dress
But ain't nothing really changed but your address
You in the Upper West Side
You were thinking other people
Would've never accepted all your assets?
But I'm Cashis and you cash poor
I'mma give you anything that you ask for
You a small town girl but you living in the city
So you always keep your heart near your passport

[Hook]
She in the city, but she from a small town
High heels, tall shots make her fall down
Up late, now she running with the fast crowd
But she calls me every night before she pass out
You ain't foolin' us
You from a small town
You ain't foolin' us
You from a small town

[Verse 2]
I don't know what's next for us
But every time I talk it's like I messed it up
People wanna tell me that I'm too honest
Walking on eggshells, two omelettes
And I know it's hard cause you left your town
Dad don't call like he let you down
You don't wanna talk when the sun is out
But if we get a little drunk, then it's all allowed
And the truth comes down, it's pouring, pouring
'Bout to drop bombs like Warren, Moon
Color of your skin be orange, orange
Aren't you the girl that I met last June?
Who was so damn fun man, where did she go?
On vacation, Puerto Rico
Grand Theft Auto in your heart like Niko
Trying to meet your mother like I'm Jason Segel

[Hook]
She in the city, but she from a small town
High heels, tall shots make her fall down
Up late, now she running with the fast crowd
But she calls me every night before she pass out
You ain't foolin' us
You from a small town
You ain't foolin' us
You from a small town

[Bridge]
I can take you anywhere on a map
I can make it all good
You can make me come back
You keep movin', I can find you on the map
I can take you back home
You can make me unpack
You in Atlanta, but you from a small town
You in Chicago, but you from a small town
You move to LA, but you from a small town
You live in Brooklyn but I know you from a small town

[Hook]
She in the city, but she from a small town
High heels, tall shots make her fall down
Up late, now she running with the fast crowd
But she calls me every night before she pass out
You ain't foolin' us
You from a small town
You ain't foolin' us
You from a small town

[Outro]
Yeah, all across the globe
In every town you know
Yeah, you ain't foolin' us",Hoodie Allen,1985,"[6, 9, 12, 14, 21, 25, 36, 42, 51]",9
6,Broken Wings,"[Hook]
I got broken wings
I keep dyin', keep tryin'
No, I won't give up
Oh I'm flyin', I'm flyin'
I got broken wings
I keep dyin', keep tryin'
No, I won't give up
Oh I'm flyin', I'm flyin'

[Verse 1]
I got broken wings, but I'm still flyin'
With a loss of faith, and I'm still tryin'
Got stereotype, radios turn me down
Cause I won't turn up on the mic
I'd rather rap about my life
And give advice to someone
Who's about to give up on life
That's real, and fuck how you feel
Independent, cause I don't need a deal
Picked up the mic and I put down the pills
Picked up the vibes
They don't care how you feel
Remember my Grandpa passed away
And it killed, my Dad
I saw life isn't promised, so i made a promise
That I'll pursuit my dreams
No matter how they feel
They said that I can't
Took out the T into a T
I killed it
Made sacrifices, always workin' O.T
When they call in, I will fill in
All eyes on me when
I decide to step in the buildin'
Fuck that radio music you listen to
I spit that real shit
In high school I was unpopular
Never fit in with the cool kids
They were busy partyin'
And makin' a bunch of excuses
I sat home, buildin' my craft
I had a dream, I'm pursuin'
It's hard to have these hopes and dreams
Especially when I got

[Hook]
I got broken wings
I keep dyin', keep tryin'
No, I won't give up
Oh I'm flyin', I'm flyin'

[Verse 2]
You don't have to relate to me
You don't have to have hate for me
You don't have words to say to me
You don't even have to pray for me
Do you
Cause I'll do me
Until the day that I'm through
'Remember back then
Back-stabbin' friends told me to not to
'Remember they said that if you need me then I got you
When I needed you most, you were a ghost
And you left me feelin' empty
And then I lost hope
You want me to fight, how can I cope
Slowly realizing my friends come and go
Findin' myself at the end of the road
I'm dyin' inside but live like I won't
The time is getting closer
And those beneath me are getting farther
Everyday I'm growin' older
I see that I'm not a part of society
They're eyeing me
Dyin' for me to fall apart
Cause I have a chance and they missed theirs
Cause I'm workin' harder
I was apart of the kids at school
Askin' why don't they like us
It's like we don't exist
We're there, but they do not mind us
I'm a little mental
It's okay to dream while you are mind fucked
Spreadin' both of my wings
I wanna fly but

[Hook]
I got broken wings
I keep dyin', keep tryin'
No, I won't give up
Oh I'm flyin', I'm flyin'
I got broken wings
I keep dyin', keep tryin'
No, I won't give up
Oh I'm flyin', I'm flyin'
I got broken wings
I keep dyin', keep tryin'
No, I won't give up
Oh I'm flyin', I'm flyin'
I got broken wings
I keep dyin', keep tryin'
No, I won't give up
Oh I'm flyin', I'm flyin'
I got broken wings
I keep dyin', keep tryin'
No, I won't give up
Oh I'm flyin', I'm flyin'",Sik World,1985,"[7, 2, 1, 1, 3, 4, 7, 11, 20, 27, 35, 41, 50, 66, 84]",15
7,Separate Lives,"How long this time
Sand in the hourglass
Never aligned
You're my scratched up 45
There isn't an end to this
We haven't tried

Are we
Waiting on a turn in the tide
To realize
These separate lives
We're still here
Waiting on a turn in the tide
Just words with no rhyme
These separate lives

Time it rolls slowly
Keep moving on
We keep on
Time it rolls slowly
Keep moving on
We keep on
Time it rolls slowly
Keep moving on
We keep on
Time it rolls slowly
Keep moving on
We keep on

Stalling each turn
These shadows of change appear
As you return
Drifting two ways unknown
Heavy eyes on the road again

Hung on your dialling tone

Are we
Waiting on a turn in the tide
To realize
These separate lives
We're still here
Waiting on a turn in the tide
Just words with no rhyme
These separate lives

Time it rolls slowly
Keep moving on
We keep on
Time it rolls slowly
Keep moving on
We keep on
Time it rolls slowly
Keep moving on
We keep on
Time it rolls slowly
Keep moving on
We keep on

Keep moving on
We keep on

Keep moving on
We keep on

Keep moving on
We keep on

Keep moving on
We keep on",Hælos,1985,"[8, 5, 2, 2, 1, 3, 6, 7, 15, 20, 29, 37, 45]",13
8,Tonight She Comes,"I know tonight she comes
She's takin' a swipe at fun
She gives me a reason
For sighting my sights
Well I know tonight she comes
She jangles me up
She does it with ease
And sometimes she passes through me
Just like a breeze
She gives me a reason
For feelin' all right
Oh well
(know tonight, I know tonight)
I know tonight
(know tonight, I know tonight)
I know tonight
(know tonight, I know tonight)
She comes

And I know she's gonna do it to me
One more time (one more time)
I know she's gonna stay implanted
In my mind
Why does she keep me hanging on the line, oh
(why does she keep me hanging on the liiiiiiine)

Ah yeah, I know she's gonna do it to me
One more time (one more time)
I know she's gonna stay implanted
In my mind
Oh, why does she keep me hanging on the line, oh yeah
(why does she keep me hanging on the liiiiiiine)

I know the way she feels
And all of the hearts that she steals
She tells me it's easy
When you do it right
Oh well, ell I know tonight she comes
(I know tonight she comes)
She tells me it's easy
When you do it right
(know tonight, I know tonight) I know tonight
(know tonight, I know tonight) I know tonight
(know tonight, I know tonight) she comes
(she comes)
I know tonight, oh yeah
(know tonight, I know tonight)
(I know tonight) well I know tonight
(know tonight, I know tonight)
Know tonight she comes
She's takin' a swipe at fun
She gives me a reason
For sighting my sights
Well I know tonight she comes
She jangles me up
She does it with ease
And sometimes she passes through me
Just like a breeze
She gives me a reason
For feelin' all right
Oh well
(know tonight, I know tonight)
I know tonight
(know tonight, I know tonight)
I know tonight
(know tonight, I know tonight)
She comes

And I know she's gonna do it to me
One more time (one more time)
I know she's gonna stay implanted
In my mind
Why does she keep me hanging on the line, oh
(why does she keep me hanging on the liiiiiiine)

Ah yeah, I know she's gonna do it to me
One more time (one more time)
I know she's gonna stay implanted
In my mind
Oh, why does she keep me hanging on the line, oh yeah
(why does she keep me hanging on the liiiiiiine)

I know the way she feels
And all of the hearts that she steals
She tells me it's easy
When you do it right
Oh well, ell I know tonight she comes
(I know tonight she comes)
She tells me it's easy
When you do it right
(know tonight, I know tonight) I know tonight
(know tonight, I know tonight) I know tonight
(know tonight, I know tonight) she comes
(she comes)
I know tonight, oh yeah
(know tonight, I know tonight)
(I know tonight) well I know tonight
(know tonight, I know tonight)
Tonight she comes",The Cars,1985,"[9, 12, 16, 17, 25, 30, 38, 44, 59]",9
9,Election Day,"Hey Mr. Policeman, please don't take my stuff
It cost me too much money, and it probably ain't enough
To get me through Election Day
Didn't I hear you say
That it's alright, it's alright, it's alright?

Wouldn't even pay a thing, it's hardly worth your time
My luck's been bad, the telephone just kept my only dime
There might be a burglary
Why don't you just go and see
If it'll be alright, be alright, be alright?

Hey Mr. Policeman, please don't take my stuff
It cost me too much money, and it probably ain't enough
To get me through Election Day
Didn't I hear you say
That it's alright, it's alright, it's alright?",Blaze Foley,1985,"[10, 6, 6, 7, 8, 13, 18, 29, 35, 46]",10
